Remote Event Rate,NLP,Mean TS,Evt Memory Multiplier,Lookahead,Start-Events,Stagger,Memory,read-buffer,send-buffer,synch,nkp,end_ts,batch_size,extramem,buddy-size,lz4-knob,avl-size,gvt-interval,report-interval,clock-rate,Total Nodes,Total Processors,Total KPs,Total LPs,Sim End Time,LP-PE Mapping,Model Events Allocated,Network Events Allocated,Total Events Allocated,Running Time,Total Events Proc,Events Aborted RollBack,Events Rolled Back,Event Ties,Efficiency,Remote Shared Memory events,Percent Rem Mem Evts,Total Remote Network Events,Percent Network Remote Events,Total Roll Backs,Primary Roll Backs,Secondary Roll Backs,Fossil Collect Attempts,Total GVT Computations,Net Events,Event Rate,Total Evts Past End time,Evts Allocated,Mem Alloc,Mem Waste,Remote sends,Remote Recvs,PE Struct,KP Struct,LP Struct,LP Model Struct,LP RNGs,Total LP,Event Struct,Event Struct with Model,Priority Queue,AVL Tree,LZ4,Buddy System,Event Processing,Event Cancel,Event Abort,GVT,Fossil Collect,Primary Rollbacks,Network Read,Total Time
0.75,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,50.1704,236244220,0,133845244,200566599,-30.71,0,0,74406434,72.66,56216510,32555760,23660750,37440,1170,102398976,2041024.77,2210,55145,53833,1482,264107164,264107164,592,104,56,8,80,144,120,128,2.2097,6.9489,0,0,28.4696,20.1065,0,3.1807,1.7226,41.547,9.3647,105.3631
0.75,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,48.8127,128620143,0,103020399,72802923,-302.43,0,0,18599316,72.65,38813218,19379599,19433619,1345312,42041,25599744,524448.96,1252,55112,53825,1486,166692130,166692130,592,104,56,8,80,144,120,128,0.9292,2.3052,0,0,15.838,16.2115,0,43.4211,0.375,22.8568,6.3389,102.5117
0.75,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,91.8258,284291908,0,233092420,198648171,-355.26,0,0,37200435,72.66,89228192,42759250,46468942,1137888,35559,51199488,557572.02,2259,55123,53827,1485,371982965,371982965,592,104,56,8,80,144,120,128,2.2595,5.4971,0,0,34.0125,40.0296,0,58.8009,0.6743,52.4485,10.1218,192.8438
0.75,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,110.8278,409142096,0,306743120,339972047,-199.56,0,0,74406434,72.66,121633457,57268663,64364794,681120,21285,102398976,923946.45,6256,55145,53833,1482,512673604,512673604,592,104,56,8,80,144,120,128,3.7773,8.4745,0,0,50.8914,58.3143,0,42.6393,1.2836,70.0085,12.9599,232.7501
0.75,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,35.4125,119798517,0,94198773,62817643,-267.97,0,0,18599316,72.65,38268807,16831845,21436962,140288,4384,25599744,722901.51,1331,55112,53825,1486,153932258,153932258,592,104,56,8,80,144,120,128,0.8866,2.967,0,0,14.5861,19.0747,0,9.2739,0.3475,20.9921,11.5654,74.37
0.75,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,41.3868,168094411,0,116894923,117641729,-128.31,0,0,37200435,72.66,47613786,23220400,24393386,56416,1763,51199488,1237096.78,1569,55123,53827,1485,204218651,204218651,592,104,56,8,80,144,120,128,1.3516,4.6865,0,0,20.5214,21.7821,0,5.7045,0.7454,28.909,9.2922,86.9167
0.75,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,41.22,206212378,0,103813402,177897050,-1.38,0,0,74406434,72.66,44373356,24938158,19435198,37504,1172,102398976,2484205.15,1945,55145,53833,1482,220658650,220658650,592,104,56,8,80,144,120,128,1.9222,5.8472,0,0,25.3059,16.4194,0,2.3416,1.5311,31.5931,8.3917,86.5664
0.75,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,26.9214,97942423,0,72342679,52841161,-182.59,0,0,18599316,72.65,29863562,13764865,16098697,51360,1605,25599744,950907.25,680,55112,53825,1486,122386844,122386844,592,104,56,8,80,144,120,128,0.7265,2.7265,0,0,11.9694,13.4963,0,5.0561,0.3649,16.8581,9.2426,56.5378
0.75,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,34.8595,147109203,0,95909715,104945589,-87.33,0,0,37200435,72.66,39810849,20365340,19445509,22912,716,51199488,1468737.44,2122,55123,53827,1485,174042395,174042395,592,104,56,8,80,144,120,128,1.2155,4.8548,0,0,18.0671,16.9587,0,3.0109,0.9609,26.118,8.3104,73.2087
0.75,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,42.3865,206449110,0,104050134,178026213,-1.61,0,0,74406434,72.66,44480951,24991474,19489477,37312,1166,102398976,2415840.98,2218,55145,53833,1482,220995136,220995136,592,104,56,8,80,144,120,128,1.9319,5.983,0,0,25.3561,16.3613,0,3.1023,1.644,31.8448,9.0355,89.0161
